Cod judet,Codul SIRUTA,judet,localitatea,rang,judecatorie,tribunal,CA,Populatie
17,74135,Dolj,Seaca de Padure,comuna,JudecatoriaCRAIOVA,TribunalulDOLJ,CurteadeApelCRAIOVA,1059
17,70174,Dolj,Simnicu de Sus,comuna,JudecatoriaCRAIOVA,TribunalulDOLJ,CurteadeApelCRAIOVA,4493
17,74242,Dolj,Sopot,comuna,JudecatoriaCRAIOVA,TribunalulDOLJ,CurteadeApelCRAIOVA,1654
17,74956,Dolj,Talpas,comuna,JudecatoriaCRAIOVA,TribunalulDOLJ,CurteadeApelCRAIOVA,1588
17,74322,Dolj,Teasc,comuna,JudecatoriaCRAIOVA,TribunalulDOLJ,CurteadeApelCRAIOVA,3170
17,74359,Dolj,Terpezita,comuna,JudecatoriaCRAIOVA,TribunalulDOLJ,CurteadeApelCRAIOVA,1733
17,74411,Dolj,Teslui,comuna,JudecatoriaCRAIOVA,TribunalulDOLJ,CurteadeApelCRAIOVA,2427
17,74509,Dolj,Tuglui,comuna,JudecatoriaCRAIOVA,TribunalulDOLJ,CurteadeApelCRAIOVA,2877
17,74750,Dolj,Varvoru de Jos,comuna,JudecatoriaCRAIOVA,TribunalulDOLJ,CurteadeApelCRAIOVA,2893
17,74616,Dolj,Vela,comuna,JudecatoriaCRAIOVA,TribunalulDOLJ,CurteadeApelCRAIOVA,1944
3,13819,Arges,Albestii de Arges,comuna,JudecatoriaCURTEADEARGES,TribunalulARGES,CurteadeApelPITESTI,5925
3,14049,Arges,Arefu,comuna,JudecatoriaCURTEADEARGES,TribunalulARGES,CurteadeApelPITESTI,2532
3,14165,Arges,Baiculesti,comuna,JudecatoriaCURTEADEARGES,TribunalulARGES,CurteadeApelPITESTI,6147
3,14753,Arges,Bradulet,comuna,JudecatoriaCURTEADEARGES,TribunalulARGES,CurteadeApelPITESTI,1842
3,15313,Arges,Cepari,comuna,JudecatoriaCURTEADEARGES,TribunalulARGES,CurteadeApelPITESTI,2264
3,15448,Arges,Cicanesti,comuna,JudecatoriaCURTEADEARGES,TribunalulARGES,CurteadeApelPITESTI,2110
3,15493,Arges,Ciofrangeni,comuna,JudecatoriaCURTEADEARGES,TribunalulARGES,CurteadeApelPITESTI,2531
3,15741,Arges,Corbeni,comuna,JudecatoriaCURTEADEARGES,TribunalulARGES,CurteadeApelPITESTI,5752
3,15830,Arges,Corbi,comuna,JudecatoriaCURTEADEARGES,TribunalulARGES,CurteadeApelPITESTI,4151
3,13622,Arges,Curtea de Arges,municipiu,JudecatoriaCURTEADEARGES,TribunalulARGES,CurteadeApelPITESTI,32246
3,16454,Arges,Domnesti,comuna,JudecatoriaCURTEADEARGES,TribunalulARGES,CurteadeApelPITESTI,3268
3,17049,Arges,Malureni,comuna,JudecatoriaCURTEADEARGES,TribunalulARGES,CurteadeApelPITESTI,4506
3,17619,Arges,Musatesti,comuna,JudecatoriaCURTEADEARGES,TribunalulARGES,CurteadeApelPITESTI,3972
3,17771,Arges,Nucsoara,comuna,JudecatoriaCURTEADEARGES,TribunalulARGES,CurteadeApelPITESTI,1453
3,17851,Arges,Pietrosani,comuna,JudecatoriaCURTEADEARGES,TribunalulARGES,CurteadeApelPITESTI,5824
3,17913,Arges,Poienarii de Arges,comuna,JudecatoriaCURTEADEARGES,TribunalulARGES,CurteadeApelPITESTI,1141
3,18554,Arges,Salatrucu,comuna,JudecatoriaCURTEADEARGES,TribunalulARGES,CurteadeApelPITESTI,2245
3,19141,Arges,Suici,comuna,JudecatoriaCURTEADEARGES,TribunalulARGES,CurteadeApelPITESTI,2507
3,19249,Arges,Tigveni,comuna,JudecatoriaCURTEADEARGES,TribunalulARGES,CurteadeApelPITESTI,3489
3,19631,Arges,Valea Danului,comuna,JudecatoriaCURTEADEARGES,TribunalulARGES,CurteadeApelPITESTI,2978
3,19695,Arges,Valea Iasului,comuna,JudecatoriaCURTEADEARGES,TribunalulARGES,CurteadeApelPITESTI,2773
7,36532,Botosani,Concesti,comuna,JudecatoriaDarabani,TribunalulBOTOSANI,CurteadeApelSUCEAVA,1906
7,36809,Botosani,Cotusca,comuna,JudecatoriaDarabani,TribunalulBOTOSANI,CurteadeApelSUCEAVA,4817
7,35946,Botosani,Darabani,oras,JudecatoriaDarabani,TribunalulBOTOSANI,CurteadeApelSUCEAVA,11598
7,37547,Botosani,Havarna,comuna,JudecatoriaDarabani,TribunalulBOTOSANI,CurteadeApelSUCEAVA,4691
7,37770,Botosani,Hudesti,comuna,JudecatoriaDarabani,TribunalulBOTOSANI,CurteadeApelSUCEAVA,6156
7,38321,Botosani,Mileanca,comuna,JudecatoriaDarabani,TribunalulBOTOSANI,CurteadeApelSUCEAVA,2712
7,38492,Botosani,Paltinis,comuna,JudecatoriaDarabani,TribunalulBOTOSANI,CurteadeApelSUCEAVA,3159
7,38633,Botosani,Radauti-Prut,comuna,JudecatoriaDarabani,TribunalulBOTOSANI,CurteadeApelSUCEAVA,3614
7,38982,Botosani,Suharau,comuna,JudecatoriaDarabani,TribunalulBOTOSANI,CurteadeApelSUCEAVA,4936
7,39658,Botosani,Viisoara,comuna,JudecatoriaDarabani,TribunalulBOTOSANI,CurteadeApelSUCEAVA,1998
13,56096,Cluj,Bobalna,comuna,JudecatoriaDEJ,TribunalulCLUJ,CurteadeApelCLUJ,1624
13,56666,Cluj,Caseiu,comuna,JudecatoriaDEJ,TribunalulCLUJ,CurteadeApelCLUJ,4917
13,57314,Cluj,Catcau,comuna,JudecatoriaDEJ,TribunalulCLUJ,CurteadeApelCLUJ,2436
13,57083,Cluj,Chiuiesti,comuna,JudecatoriaDEJ,TribunalulCLUJ,CurteadeApelCLUJ,2560
13,55062,Cluj,Cuzdrioara,comuna,JudecatoriaDEJ,TribunalulCLUJ,CurteadeApelCLUJ,2984
13,55008,Cluj,Dej,municipiu,JudecatoriaDEJ,TribunalulCLUJ,CurteadeApelCLUJ,37999
13,55106,Cluj,Jichisu de Jos,comuna,JudecatoriaDEJ,TribunalulCLUJ,CurteadeApelCLUJ,1203
13,55160,Cluj,Mica,comuna,JudecatoriaDEJ,TribunalulCLUJ,CurteadeApelCLUJ,3863
13,58856,Cluj,Panticeu,comuna,JudecatoriaDEJ,TribunalulCLUJ,CurteadeApelCLUJ,1830
13,59130,Cluj,Recea Cristur,comuna,JudecatoriaDEJ,TribunalulCLUJ,CurteadeApelCLUJ,1537
13,59880,Cluj,Unguras,comuna,JudecatoriaDEJ,TribunalulCLUJ,CurteadeApelCLUJ,2846
13,59942,Cluj,Vad,comuna,JudecatoriaDEJ,TribunalulCLUJ,CurteadeApelCLUJ,1949
37,155591,Timis,Banloc,comuna,JudecatoriaDETA,TribunalulTIMIS,CurteadeApelTIMISOARA,2788
37,159366,Timis,Birda,comuna,JudecatoriaDETA,TribunalulTIMIS,CurteadeApelTIMISOARA,2035
37,156357,Timis,Ciacova,oras,JudecatoriaDETA,TribunalulTIMIS,CurteadeApelTIMISOARA,5100
37,156669,Timis,Denta,comuna,JudecatoriaDETA,TribunalulTIMIS,CurteadeApelTIMISOARA,3190
37,155458,Timis,Deta,oras,JudecatoriaDETA,TribunalulTIMIS,CurteadeApelTIMISOARA,6580
37,157086,Timis,Gataia,oras,JudecatoriaDETA,TribunalulTIMIS,CurteadeApelTIMISOARA,6203
37,159400,Timis,Ghilad,comuna,JudecatoriaDETA,TribunalulTIMIS,CurteadeApelTIMISOARA,1831
37,157273,Timis,Giera,comuna,JudecatoriaDETA,TribunalulTIMIS,CurteadeApelTIMISOARA,1267
37,157362,Timis,Jamu Mare,comuna,JudecatoriaDETA,TribunalulTIMIS,CurteadeApelTIMISOARA,2982
37,157424,Timis,Jebel,comuna,JudecatoriaDETA,TribunalulTIMIS,CurteadeApelTIMISOARA,3574
37,157497,Timis,Liebling,comuna,JudecatoriaDETA,TribunalulTIMIS,CurteadeApelTIMISOARA,3871
37,159491,Timis,Livezile,comuna,JudecatoriaDETA,TribunalulTIMIS,CurteadeApelTIMISOARA,1576
37,157781,Timis,Moravita,comuna,JudecatoriaDETA,TribunalulTIMIS,CurteadeApelTIMISOARA,2555
37,159446,Timis,Padureni,comuna,JudecatoriaDETA,TribunalulTIMIS,CurteadeApelTIMISOARA,1620
37,159035,Timis,Tormac,comuna,JudecatoriaDETA,TribunalulTIMIS,CurteadeApelTIMISOARA,2744
37,159339,Timis,Voiteg,comuna,JudecatoriaDETA,TribunalulTIMIS,CurteadeApelTIMISOARA,2161
22,88047,Hunedoara,Bacia ,comuna,JudecatoriaDEVA,TribunalulHUNEDOARA,CurteadeApelALBAIULIA,1867
22,88092,Hunedoara,Baita,comuna,JudecatoriaDEVA,TribunalulHUNEDOARA,CurteadeApelALBAIULIA,3797
22,88216,Hunedoara,Batrana ,comuna,JudecatoriaDEVA,TribunalulHUNEDOARA,CurteadeApelALBAIULIA,153
22,88546,Hunedoara,Branisca ,comuna,JudecatoriaDEVA,TribunalulHUNEDOARA,CurteadeApelALBAIULIA,1730
22,89080,Hunedoara,Burjuc ,comuna,JudecatoriaDEVA,TribunalulHUNEDOARA,CurteadeApelALBAIULIA,869
22,89240,Hunedoara,Certeju de Sus,comuna,JudecatoriaDEVA,TribunalulHUNEDOARA,CurteadeApelALBAIULIA,3141
22,86749,Hunedoara,Cirjiti ,comuna,JudecatoriaDEVA,TribunalulHUNEDOARA,CurteadeApelALBAIULIA,684
22,86687,Hunedoara,Deva,municipiu,JudecatoriaDEVA,TribunalulHUNEDOARA,CurteadeApelALBAIULIA,65877
22,89428,Hunedoara,Dobra ,comuna,JudecatoriaDEVA,TribunalulHUNEDOARA,CurteadeApelALBAIULIA,3360
22,89687,Hunedoara,Gurasada ,comuna,JudecatoriaDEVA,TribunalulHUNEDOARA,CurteadeApelALBAIULIA,1550
22,89801,Hunedoara,Harau,comuna,JudecatoriaDEVA,TribunalulHUNEDOARA,CurteadeApelALBAIULIA,2135
22,89856,Hunedoara,Ilia,comuna,JudecatoriaDEVA,TribunalulHUNEDOARA,CurteadeApelALBAIULIA,3793
22,89954,Hunedoara,Lapugiu de Jos,comuna,JudecatoriaDEVA,TribunalulHUNEDOARA,CurteadeApelALBAIULIA,1600
22,90663,Hunedoara,Rapoltu Mare,comuna,JudecatoriaDEVA,TribunalulHUNEDOARA,CurteadeApelALBAIULIA,1940
22,87665,Hunedoara,Simeria,oras,JudecatoriaDEVA,TribunalulHUNEDOARA,CurteadeApelALBAIULIA,13312
22,91330,Hunedoara,Soimus,comuna,JudecatoriaDEVA,TribunalulHUNEDOARA,CurteadeApelALBAIULIA,3501
22,91982,Hunedoara,Vetel,comuna,JudecatoriaDEVA,TribunalulHUNEDOARA,CurteadeApelALBAIULIA,2726
22,92097,Hunedoara,Vorta,comuna,JudecatoriaDEVA,TribunalulHUNEDOARA,CurteadeApelALBAIULIA,851
22,92177,Hunedoara,Zam,comuna,JudecatoriaDEVA,TribunalulHUNEDOARA,CurteadeApelALBAIULIA,1662
7,36373,Botosani,Braesti,comuna,JudecatoriaDOROHOI,TribunalulBOTOSANI,CurteadeApelSUCEAVA,2065
7,36426,Botosani,Broscauti,comuna,JudecatoriaDOROHOI,TribunalulBOTOSANI,CurteadeApelSUCEAVA,3382
7,39967,Botosani,Candesti,comuna,JudecatoriaDOROHOI,TribunalulBOTOSANI,CurteadeApelSUCEAVA,2155
7,36649,Botosani,Cordareni,comuna,JudecatoriaDOROHOI,TribunalulBOTOSANI,CurteadeApelSUCEAVA,1926
7,36676,Botosani,Corlateni,comuna,JudecatoriaDOROHOI,TribunalulBOTOSANI,CurteadeApelSUCEAVA,2405
7,36952,Botosani,Cristinesti,comuna,JudecatoriaDOROHOI,TribunalulBOTOSANI,CurteadeApelSUCEAVA,3761
7,37011,Botosani,Dersca,comuna,JudecatoriaDOROHOI,TribunalulBOTOSANI,CurteadeApelSUCEAVA,3063
7,39959,Botosani,Dimacheni,comuna,JudecatoriaDOROHOI,TribunalulBOTOSANI,CurteadeApelSUCEAVA,1354
7,36006,Botosani,Dorohoi,municipiu,JudecatoriaDOROHOI,TribunalulBOTOSANI,CurteadeApelSUCEAVA,29144
7,37397,Botosani,George Enescu,comuna,JudecatoriaDOROHOI,TribunalulBOTOSANI,CurteadeApelSUCEAVA,3434
7,37672,Botosani,Hiliseu-Horia,comuna,JudecatoriaDOROHOI,TribunalulBOTOSANI,CurteadeApelSUCEAVA,3575
7,37823,Botosani,Ibanesti,comuna,JudecatoriaDOROHOI,TribunalulBOTOSANI,CurteadeApelSUCEAVA,4059
7,37850,Botosani,Leorda,comuna,JudecatoriaDOROHOI,TribunalulBOTOSANI,CurteadeApelSUCEAVA,2645
7,39942,Botosani,Lozna,comuna,JudecatoriaDOROHOI,TribunalulBOTOSANI,CurteadeApelSUCEAVA,2155
7,38161,Botosani,Mihaileni,comuna,JudecatoriaDOROHOI,TribunalulBOTOSANI,CurteadeApelSUCEAVA,2719
7,38544,Botosani,Pomarla,comuna,JudecatoriaDOROHOI,TribunalulBOTOSANI,CurteadeApelSUCEAVA,2735
7,39122,Botosani,Sendriceni,comuna,JudecatoriaDOROHOI,TribunalulBOTOSANI,CurteadeApelSUCEAVA,4430
7,39612,Botosani,Vaculesti,comuna,JudecatoriaDOROHOI,TribunalulBOTOSANI,CurteadeApelSUCEAVA,2244
7,39694,Botosani,Varfu Campului,comuna,JudecatoriaDOROHOI,TribunalulBOTOSANI,CurteadeApelSUCEAVA,3758
40,168309,Valcea,Amarasti,comuna,JudecatoriaDRAGASANI,TribunalulVALCEA,CurteadeApelPITESTI,1922
40,169306,Valcea,Creteni,comuna,JudecatoriaDRAGASANI,TribunalulVALCEA,CurteadeApelPITESTI,2423
40,167981,Valcea,Dragasani,municipiu,JudecatoriaDRAGASANI,TribunalulVALCEA,CurteadeApelPITESTI,19900
40,169547,Valcea,Dragoesti,comuna,JudecatoriaDRAGASANI,TribunalulVALCEA,CurteadeApelPITESTI,2159
40,170168,Valcea,Glavile,comuna,JudecatoriaDRAGASANI,TribunalulVALCEA,CurteadeApelPITESTI,2196
40,170444,Valcea,Gusoeni,comuna,JudecatoriaDRAGASANI,TribunalulVALCEA,CurteadeApelPITESTI,1638
40,170514,Valcea,Ionesti,comuna,JudecatoriaDRAGASANI,TribunalulVALCEA,CurteadeApelPITESTI,4533
40,170952,Valcea,Lungesti,comuna,JudecatoriaDRAGASANI,TribunalulVALCEA,CurteadeApelPITESTI,3488
40,171209,Valcea,Madulari,comuna,JudecatoriaDRAGASANI,TribunalulVALCEA,CurteadeApelPITESTI,1489
40,174520,Valcea,Mitrofani,comuna,JudecatoriaDRAGASANI,TribunalulVALCEA,CurteadeApelPITESTI,1268
40,171806,Valcea,Olanu,comuna,JudecatoriaDRAGASANI,TribunalulVALCEA,CurteadeApelPITESTI,3172
40,171879,Valcea,Orlesti,comuna,JudecatoriaDRAGASANI,TribunalulVALCEA,CurteadeApelPITESTI,3298
40,172279,Valcea,Pesceana,comuna,JudecatoriaDRAGASANI,TribunalulVALCEA,CurteadeApelPITESTI,1827
40,172457,Valcea,Prundeni,comuna,JudecatoriaDRAGASANI,TribunalulVALCEA,CurteadeApelPITESTI,4412
40,172947,Valcea,Scundu,comuna,JudecatoriaDRAGASANI,TribunalulVALCEA,CurteadeApelPITESTI,2058
40,173748,Valcea,Stefanesti,comuna,JudecatoriaDRAGASANI,TribunalulVALCEA,CurteadeApelPITESTI,3436
40,173793,Valcea,Susani,comuna,JudecatoriaDRAGASANI,TribunalulVALCEA,CurteadeApelPITESTI,3438
40,173597,Valcea,Sutesti,comuna,JudecatoriaDRAGASANI,TribunalulVALCEA,CurteadeApelPITESTI,1946
40,174218,Valcea,Voicesti,comuna,JudecatoriaDRAGASANI,TribunalulVALCEA,CurteadeApelPITESTI,1675
26,107403,Maramures,Bogdan Voda,comuna,JudecatoriaDRAGOMIRESTI,TribunalulMARAMURES,CurteadeApelCLUJ,3133
26,107485,Maramures,Botiza,comuna,JudecatoriaDRAGOMIRESTI,TribunalulMARAMURES,CurteadeApelCLUJ,2751
26,108017,Maramures,Dragomiresti,oras,JudecatoriaDRAGOMIRESTI,TribunalulMARAMURES,CurteadeApelCLUJ,3172
26,108204,Maramures,Ieud,comuna,JudecatoriaDRAGOMIRESTI,TribunalulMARAMURES,CurteadeApelCLUJ,4174
26,179604,Maramures,Poienile Izei,comuna,JudecatoriaDRAGOMIRESTI,TribunalulMARAMURES,CurteadeApelCLUJ,950
26,108669,Maramures,Rozavlea,comuna,JudecatoriaDRAGOMIRESTI,TribunalulMARAMURES,CurteadeApelCLUJ,3375
26,108874,Maramures,Sacel,comuna,JudecatoriaDRAGOMIRESTI,TribunalulMARAMURES,CurteadeApelCLUJ,3486
26,108892,Maramures,Salistea de Sus,oras,JudecatoriaDRAGOMIRESTI,TribunalulMARAMURES,CurteadeApelCLUJ,5009
6,34645,Maramures,Sieu,comuna,JudecatoriaDRAGOMIRESTI,TribunalulMARAMURES,CurteadeApelCLUJ,3083
26,109005,Maramures,Stramtura,comuna,JudecatoriaDRAGOMIRESTI,TribunalulMARAMURES,CurteadeApelCLUJ,3834
27,110688,Mehedinti,Balvanesti,comuna,JudecatoriaDROBETATURNUSEVERIN,TribunalulMEHEDINTI,CurteadeApelCRAIOVA,1005
27,110820,Mehedinti,Breznita-Ocol,comuna,JudecatoriaDROBETATURNUSEVERIN,TribunalulMEHEDINTI,CurteadeApelCRAIOVA,3998
27,110946,Mehedinti,Burila Mare,comuna,JudecatoriaDROBETATURNUSEVERIN,TribunalulMEHEDINTI,CurteadeApelCRAIOVA,2141
27,111097,Mehedinti,Cazanesti,comuna,JudecatoriaDROBETATURNUSEVERIN,TribunalulMEHEDINTI,CurteadeApelCRAIOVA,2384
27,111480,Mehedinti,Devesel,comuna,JudecatoriaDROBETATURNUSEVERIN,TribunalulMEHEDINTI,CurteadeApelCRAIOVA,3137
27,109773,Mehedinti,Dr. Tr. Severin,municipiu,JudecatoriaDROBETATURNUSEVERIN,TribunalulMEHEDINTI,CurteadeApelCRAIOVA,105253
27,111818,Mehedinti,Godeanu,comuna,JudecatoriaDROBETATURNUSEVERIN,TribunalulMEHEDINTI,CurteadeApelCRAIOVA,649
27,111863,Mehedinti,Gogosu,comuna,JudecatoriaDROBETATURNUSEVERIN,TribunalulMEHEDINTI,CurteadeApelCRAIOVA,4512
27,112076,Mehedinti,Hinova,comuna,JudecatoriaDROBETATURNUSEVERIN,TribunalulMEHEDINTI,CurteadeApelCRAIOVA,2847
27,112129,Mehedinti,Husnicioara,comuna,JudecatoriaDROBETATURNUSEVERIN,TribunalulMEHEDINTI,CurteadeApelCRAIOVA,1385
27,112263,Mehedinti,Ilovat,comuna,JudecatoriaDROBETATURNUSEVERIN,TribunalulMEHEDINTI,CurteadeApelCRAIOVA,1315
27,112469,Mehedinti,Izvorul Barzii,comuna,JudecatoriaDROBETATURNUSEVERIN,TribunalulMEHEDINTI,CurteadeApelCRAIOVA,2878
27,112664,Mehedinti,Malovat,comuna,JudecatoriaDROBETATURNUSEVERIN,TribunalulMEHEDINTI,CurteadeApelCRAIOVA,2924
27,113233,Mehedinti,Prunisor,comuna,JudecatoriaDROBETATURNUSEVERIN,TribunalulMEHEDINTI,CurteadeApelCRAIOVA,2100
27,109826,Mehedinti,Simian,comuna,JudecatoriaDROBETATURNUSEVERIN,TribunalulMEHEDINTI,CurteadeApelCRAIOVA,10240
27,113625,Mehedinti,Sisesti,comuna,JudecatoriaDROBETATURNUSEVERIN,TribunalulMEHEDINTI,CurteadeApelCRAIOVA,2897
27,113698,Mehedinti,Sovarna,comuna,JudecatoriaDROBETATURNUSEVERIN,TribunalulMEHEDINTI,CurteadeApelCRAIOVA,1244
8,40544,Brasov,Beclean,comuna,JudecatoriaFAGARAS,TribunalulBRASOV,CurteadeApelBRASOV,1657
8,40820,Brasov,Cincu,comuna,JudecatoriaFAGARAS,TribunalulBRASOV,CurteadeApelBRASOV,1859
8,42480,Brasov,Dragus,comuna,JudecatoriaFAGARAS,TribunalulBRASOV,CurteadeApelBRASOV,1245
8,40278,Brasov,Fagaras,municipiu,JudecatoriaFAGARAS,TribunalulBRASOV,CurteadeApelBRASOV,37192
8,41113,Brasov,Harseni,comuna,JudecatoriaFAGARAS,TribunalulBRASOV,CurteadeApelBRASOV,2235
8,41346,Brasov,Lisa,comuna,JudecatoriaFAGARAS,TribunalulBRASOV,CurteadeApelBRASOV,1699
8,41417,Brasov,Mandra,comuna,JudecatoriaFAGARAS,TribunalulBRASOV,CurteadeApelBRASOV,3034
8,41578,Brasov,Parau,comuna,JudecatoriaFAGARAS,TribunalulBRASOV,CurteadeApelBRASOV,2190
8,41738,Brasov,Recea,comuna,JudecatoriaFAGARAS,TribunalulBRASOV,CurteadeApelBRASOV,3260
8,42464,Brasov,Sambata de Sus,comuna,JudecatoriaFAGARAS,TribunalulBRASOV,CurteadeApelBRASOV,1505
8,41818,Brasov,Sercaia,comuna,JudecatoriaFAGARAS,TribunalulBRASOV,CurteadeApelBRASOV,3175
8,41854,Brasov,Sinca,comuna,JudecatoriaFAGARAS,TribunalulBRASOV,CurteadeApelBRASOV,3766
8,42449,Brasov,Sinca-Noua,comuna,JudecatoriaFAGARAS,TribunalulBRASOV,CurteadeApelBRASOV,1657
8,41943,Brasov,Soars,comuna,JudecatoriaFAGARAS,TribunalulBRASOV,CurteadeApelBRASOV,1899
8,42101,Brasov,Ucea,comuna,JudecatoriaFAGARAS,TribunalulBRASOV,CurteadeApelBRASOV,2336
8,40465,Brasov,Victoria,oras,JudecatoriaFAGARAS,TribunalulBRASOV,CurteadeApelBRASOV,8456
8,42236,Brasov,Vistea,comuna,JudecatoriaFAGARAS,TribunalulBRASOV,CurteadeApelBRASOV,2071
8,42307,Brasov,Voila,comuna,JudecatoriaFAGARAS,TribunalulBRASOV,CurteadeApelBRASOV,3138
37,155840,Timis,Bethausen ,comuna,JudecatoriaFAGET,TribunalulTIMIS,CurteadeApelTIMISOARA,2722
37,156589,Timis,Curtea ,comuna,JudecatoriaFAGET,TribunalulTIMIS,CurteadeApelTIMISOARA,1216
37,156767,Timis,Dumbrava ,comuna,JudecatoriaFAGET,TribunalulTIMIS,CurteadeApelTIMISOARA,2620
37,156801,Timis,Faget ,oras,JudecatoriaFAGET,TribunalulTIMIS,CurteadeApelTIMISOARA,7207
37,156927,Timis,Fardea ,comuna,JudecatoriaFAGET,TribunalulTIMIS,CurteadeApelTIMISOARA,1749
37,157736,Timis,Manastiur,comuna,JudecatoriaFAGET,TribunalulTIMIS,CurteadeApelTIMISOARA,1689
37,157585,Timis,Margina,comuna,JudecatoriaFAGET,TribunalulTIMIS,CurteadeApelTIMISOARA,2294
37,157969,Timis,Ohaba Lunga,comuna,JudecatoriaFAGET,TribunalulTIMIS,CurteadeApelTIMISOARA,1122
37,158136,Timis,Pietroasa,comuna,JudecatoriaFAGET,TribunalulTIMIS,CurteadeApelTIMISOARA,1024
37,158895,Timis,Tomesti,comuna,JudecatoriaFAGET,TribunalulTIMIS,CurteadeApelTIMISOARA,2016
37,159071,Timis,Traian Vuia,comuna,JudecatoriaFAGET,TribunalulTIMIS,CurteadeApelTIMISOARA,1989
35,146904,Suceava,Baia,comuna,JudecatoriaFALTICENI,TribunalulSUCEAVA,CurteadeApelSUCEAVA,7293
35,147054,Suceava,Bogdanesti,comuna,JudecatoriaFALTICENI,TribunalulSUCEAVA,CurteadeApelSUCEAVA,3966
35,147072,Suceava,Boroaia,comuna,JudecatoriaFALTICENI,TribunalulSUCEAVA,CurteadeApelSUCEAVA,4700
35,147465,Suceava,Bunesti,comuna,JudecatoriaFALTICENI,TribunalulSUCEAVA,CurteadeApelSUCEAVA,2713
35,147786,Suceava,Cornu Luncii,comuna,JudecatoriaFALTICENI,TribunalulSUCEAVA,CurteadeApelSUCEAVA,7567
35,148006,Suceava,Dolhasca,oras,JudecatoriaFALTICENI,TribunalulSUCEAVA,CurteadeApelSUCEAVA,11393
35,148097,Suceava,Dolhesti,comuna,JudecatoriaFALTICENI,TribunalulSUCEAVA,CurteadeApelSUCEAVA,3858
35,148382,Suceava,Draguseni,comuna,JudecatoriaFALTICENI,TribunalulSUCEAVA,CurteadeApelSUCEAVA,2552
35,146539,Suceava,Falticeni,municipiu,JudecatoriaFALTICENI,TribunalulSUCEAVA,CurteadeApelSUCEAVA,29324
35,151488,Suceava,Fintana Mare,comuna,JudecatoriaFALTICENI,TribunalulSUCEAVA,CurteadeApelSUCEAVA,2784
35,148514,Suceava,Forasti,comuna,JudecatoriaFALTICENI,TribunalulSUCEAVA,CurteadeApelSUCEAVA,4810
35,151549,Suceava,Hirtop,comuna,JudecatoriaFALTICENI,TribunalulSUCEAVA,CurteadeApelSUCEAVA,2792
35,149049,Suceava,Horodniceni,comuna,JudecatoriaFALTICENI,TribunalulSUCEAVA,CurteadeApelSUCEAVA,3531
35,149316,Suceava,Malini,comuna,JudecatoriaFALTICENI,TribunalulSUCEAVA,CurteadeApelSUCEAVA,7454
35,149968,Suceava,Preutesti,comuna,JudecatoriaFALTICENI,TribunalulSUCEAVA,CurteadeApelSUCEAVA,6643
35,150070,Suceava,Radaseni,comuna,JudecatoriaFALTICENI,TribunalulSUCEAVA,CurteadeApelSUCEAVA,4278
35,150114,Suceava,Risca,comuna,JudecatoriaFALTICENI,TribunalulSUCEAVA,CurteadeApelSUCEAVA,5292
35,150258,Suceava,Slatina,comuna,JudecatoriaFALTICENI,TribunalulSUCEAVA,CurteadeApelSUCEAVA,5277
35,150766,Suceava,Vadu Moldovei,comuna,JudecatoriaFALTICENI,TribunalulSUCEAVA,CurteadeApelSUCEAVA,4442
35,151157,Suceava,Vulturesti,comuna,JudecatoriaFALTICENI,TribunalulSUCEAVA,CurteadeApelSUCEAVA,3595
9,42913,Braila,Bordei Verde  ,comuna,JudecatoriaFAUREI,TribunalulBRAILA,CurteadeApelGALATI,2684
9,43019,Braila,Ciresu,comuna,JudecatoriaFAUREI,TribunalulBRAILA,CurteadeApelGALATI,3199
9,43073,Braila,Dudesti ,comuna,JudecatoriaFAUREI,TribunalulBRAILA,CurteadeApelGALATI,3673
9,42753,Braila,Faurei,oras,JudecatoriaFAUREI,TribunalulBRAILA,CurteadeApelGALATI,3965
9,43180,Braila,Galbenu ,comuna,JudecatoriaFAUREI,TribunalulBRAILA,CurteadeApelGALATI,3170
9,43279,Braila,Gradistea,comuna,JudecatoriaFAUREI,TribunalulBRAILA,CurteadeApelGALATI,2260
9,43331,Braila,Ianca,oras,JudecatoriaFAUREI,TribunalulBRAILA,CurteadeApelGALATI,11022
9,43466,Braila,Jirlau ,comuna,JudecatoriaFAUREI,TribunalulBRAILA,CurteadeApelGALATI,3227
9,43625,Braila,Mircea Voda,comuna,JudecatoriaFAUREI,TribunalulBRAILA,CurteadeApelGALATI,3359
9,43698,Braila,Racovita,comuna,JudecatoriaFAUREI,TribunalulBRAILA,CurteadeApelGALATI,1206
9,44113,Braila,Surdila-Gaiseanca,comuna,JudecatoriaFAUREI,TribunalulBRAILA,CurteadeApelGALATI,2564
9,42771,Braila,Surdila-Greci,comuna,JudecatoriaFAUREI,TribunalulBRAILA,CurteadeApelGALATI,1481
9,44140,Braila,Sutesti,comuna,JudecatoriaFAUREI,TribunalulBRAILA,CurteadeApelGALATI,4499
9,44328,Braila,Ulmu,comuna,JudecatoriaFAUREI,TribunalulBRAILA,CurteadeApelGALATI,3847
9,44462,Braila,Visani,comuna,JudecatoriaFAUREI,TribunalulBRAILA,CurteadeApelGALATI,2471
23,92989,Ialomita,Bordusani,comuna,JudecatoriaFETESTI,TribunalulIALOMITA,CurteadeApelBUCURESTI,5057
23,93575,Ialomita,Facaeni,comuna,JudecatoriaFETESTI,TribunalulIALOMITA,CurteadeApelBUCURESTI,5609
